cask	gitup-app	GitUp: Git interface focused on visual interaction	https://gitup.co/	Development Tools
cask	grandperspective	GrandPerspective: Graphically shows disk usage within a file system	https://grandperspectiv.sourceforge.net/	System Utilities
cask	iina	IINA: Free and open-source media player	https://iina.io/	Media Players & Editors
cask	jdk-mission-control	JDK Mission Control: Tools to manage, monitor, profile and troubleshoot Java applications	https://jdk.java.net/jmc/9/	Development Tools
cask	keka	Keka: File archiver	https://www.keka.io/	System Utilities
cask	kid3	Kid3: Audio tagger focusing on efficiency	https://kid3.kde.org/	E-book & Media Management
cask	kitty	kitty: GPU-based terminal emulator	https://github.com/kovidgoyal/kitty	Development Tools
cask	makemkv	MakeMKV: Video format converter (transcoder)	https://www.makemkv.com/	Media Players & Editors
cask	qlmarkdown	sbarex QLMarkdown: Quick Look generator for Markdown files	https://github.com/sbarex/QLMarkdown	Quick Look Plugins
cask	stats	Stats: System monitor for the menu bar	https://github.com/exelban/stats	System Utilities
cask	suspicious-package	Suspicious Package: Application for inspecting installer packages	https://www.mothersruin.com/software/SuspiciousPackage/	System Utilities
cask	syntax-highlight	Syntax Highlight: Quicklook extension for source files	https://github.com/sbarex/SourceCodeSyntaxHighlight	Quick Look Plugins
cask	utm	UTM: Virtual machines UI using QEMU	https://mac.getutm.app/	Virtualization
